,Unnamed: 0,Provider,Provider Country,Developer Proceeds,Begin Date,End Date,Customer Currency,Country Code,Currency of Proceeds,Customer Price,Device,Supported Platforms
6910,6910,APPLE,US,8.16,12/6/2007,12/6/2007,BGN,BG,BGN,13.99,iPhone,iOS
6911,6911,APPLE,US,4.9,12/6/2007,12/6/2007,USD,NI,USD,6.99,iPhone,iOS
6912,6912,APPLE,US,0.0,12/6/2007,12/6/2007,USD,BY,USD,0.0,iPhone,iOS
6913,6913,APPLE,US,0.0,12/6/2007,12/6/2007,CNY,CN,CNY,0.0,iPhone,iOS
6915,6915,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,CY,EUR,0.0,iPhone,iOS
6917,6917,APPLE,US,0.0,12/6/2007,12/6/2007,SGD,SG,SGD,0.0,iPhone,iOS
6918,6918,APPLE,US,0.0,12/6/2007,12/6/2007,USD,UA,USD,0.0,iPhone,iOS
6919,6919,APPLE,US,4.02,12/6/2007,12/6/2007,EUR,FR,EUR,6.99,iPhone,iOS
6920,6920,APPLE,US,76.99,12/6/2007,12/6/2007,EGP,EG,EGP,109.99,iPhone,iOS
6921,6921,APPLE,US,42.8,12/6/2007,12/6/2007,TRY,TR,TRY,77.99,iPhone,iOS
6922,6922,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
6923,6923,APPLE,US,4.9,12/6/2007,12/6/2007,USD,AR,USD,6.99,iPhone,iOS
6924,6924,APPLE,US,6.68,12/6/2007,12/6/2007,AUD,AU,AUD,10.49,iPhone,iOS
6925,6925,APPLE,US,120.91,12/6/2007,12/6/2007,MXN,MX,MXN,165.0,iPhone,iOS
6926,6926,APPLE,US,4.55,12/6/2007,12/6/2007,CHF,CH,CHF,7.0,iPhone,iOS
6927,6927,APPLE,US,4.08,12/6/2007,12/6/2007,EUR,AT,EUR,6.99,iPhone,iOS
6929,6929,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,DE,EUR,0.0,iPhone,iOS
6930,6930,APPLE,US,0.0,12/6/2007,12/6/2007,THB,TH,THB,0.0,iPad,iOS
6931,6931,APPLE,US,1483.0,12/6/2007,12/6/2007,HUF,HU,HUF,2690.0,iPhone,iOS
6932,6932,APPLE,US,4.9,12/6/2007,12/6/2007,USD,AZ,USD,6.99,iPhone,iOS
6933,6933,APPLE,US,0.0,12/6/2007,12/6/2007,USD,UZ,USD,0.0,iPhone,iOS
6934,6934,APPLE,US,15.33,12/6/2007,12/6/2007,ILS,IL,ILS,21.9,iPhone,iOS
6937,6937,APPLE,US,0.0,12/6/2007,12/6/2007,USD,CG,USD,0.0,iPhone,iOS
6938,6938,APPLE,US,0.0,12/6/2007,12/6/2007,AUD,AU,AUD,0.0,iPad,iOS
6939,6939,APPLE,US,0.0,12/6/2007,12/6/2007,USD,UA,USD,0.0,iPhone,iOS
6940,6940,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
6941,6941,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
6942,6942,APPLE,US,37.4,12/6/2007,12/6/2007,DKK,DK,DKK,55.0,iPhone,iOS
6943,6943,APPLE,US,4.02,12/6/2007,12/6/2007,EUR,FR,EUR,6.99,iPhone,iOS
6944,6944,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPad,iOS
6945,6945,APPLE,US,3824.0,12/6/2007,12/6/2007,CLP,CL,CLP,6500.0,iPhone,iOS
6946,6946,APPLE,US,4.9,12/6/2007,12/6/2007,USD,PA,USD,6.99,iPhone,iOS
6947,6947,APPLE,US,0.0,12/6/2007,12/6/2007,BGN,BG,BGN,0.0,iPhone,iOS
6948,6948,APPLE,US,0.0,12/6/2007,12/6/2007,USD,KW,USD,0.0,iPhone,iOS
6949,6949,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
6950,6950,APPLE,US,0.0,12/6/2007,12/6/2007,CHF,CH,CHF,0.0,iPhone,iOS
6951,6951,APPLE,US,0.0,12/6/2007,12/6/2007,PKR,PK,PKR,0.0,iPhone,iOS
6953,6953,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IE,EUR,6.99,iPhone,iOS
6954,6954,APPLE,US,4.26,12/6/2007,12/6/2007,EUR,IE,EUR,7.49,iPhone,iOS
6955,6955,APPLE,US,0.0,12/6/2007,12/6/2007,USD,TM,USD,0.0,iPhone,iOS
6956,6956,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,5.99,iPhone,iOS
6957,6957,APPLE,US,0.0,12/6/2007,12/6/2007,SGD,SG,SGD,0.0,iPhone,iOS
6958,6958,APPLE,US,4.9,12/6/2007,12/6/2007,USD,AR,USD,6.99,iPhone,iOS
6959,6959,APPLE,US,0.0,12/6/2007,12/6/2007,CAD,CA,CAD,0.0,iPad,iOS
6960,6960,APPLE,US,99.57,12/6/2007,12/6/2007,MXN,MX,MXN,165.0,iPhone,iOS
6961,6961,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,-5.99,iPhone,iOS
6962,6962,APPLE,US,0.0,12/6/2007,12/6/2007,TRY,TR,TRY,0.0,iPhone,iOS
6964,6964,APPLE,US,48764.71,12/6/2007,12/6/2007,COP,CO,COP,82900.0,iPhone,iOS
6965,6965,APPLE,US,4.9,12/6/2007,12/6/2007,USD,AR,USD,6.99,iPhone,iOS
6966,6966,APPLE,US,17.49,12/6/2007,12/6/2007,QAR,QA,QAR,24.99,iPhone,iOS
6967,6967,APPLE,US,4.11,12/6/2007,12/6/2007,EUR,DE,EUR,6.99,iPhone,iOS
6968,6968,APPLE,US,99.57,12/6/2007,12/6/2007,MXN,MX,MXN,165.0,iPhone,iOS
6969,6969,APPLE,US,18.25,12/6/2007,12/6/2007,SAR,SA,SAR,29.99,iPhone,iOS
6970,6970,APPLE,US,4.55,12/6/2007,12/6/2007,CHF,CH,CHF,7.0,iPhone,iOS
6971,6971,APPLE,US,4.9,12/6/2007,12/6/2007,USD,PA,USD,6.99,iPhone,iOS
6972,6972,APPLE,US,0.0,12/6/2007,12/6/2007,USD,BS,USD,0.0,iPad,iOS
6973,6973,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,CY,EUR,0.0,iPhone,iOS
6974,6974,APPLE,US,4.9,12/6/2007,12/6/2007,USD,EC,USD,6.99,iPhone,iOS
6975,6975,APPLE,US,0.0,12/6/2007,12/6/2007,GBP,GB,GBP,0.0,iPad,iOS
6976,6976,APPLE,US,0.0,12/6/2007,12/6/2007,SEK,SE,SEK,0.0,iPhone,iOS
6977,6977,APPLE,US,0.0,12/6/2007,12/6/2007,USD,VG,USD,0.0,iPhone,iOS
6978,6978,APPLE,US,8.11,12/6/2007,12/6/2007,AUD,AU,AUD,10.49,iPhone,iOS
6979,6979,APPLE,US,0.0,12/6/2007,12/6/2007,USD,MV,USD,0.0,iPhone,iOS
6980,6980,APPLE,US,0.0,12/6/2007,12/6/2007,USD,JO,USD,0.0,iPhone,iOS
6982,6982,APPLE,US,99.57,12/6/2007,12/6/2007,MXN,MX,MXN,165.0,iPhone,iOS
6983,6983,APPLE,US,4.9,12/6/2007,12/6/2007,USD,NI,USD,6.99,iPhone,iOS
6985,6985,APPLE,US,0.0,12/6/2007,12/6/2007,PLN,PL,PLN,0.0,iPad,iOS
6986,6986,APPLE,US,19.53,12/6/2007,12/6/2007,PEN,PE,PEN,27.9,iPhone,iOS
6987,6987,APPLE,US,0.0,12/6/2007,12/6/2007,USD,LB,USD,0.0,iPhone,iOS
6988,6988,APPLE,US,4.15,12/6/2007,12/6/2007,USD,UG,USD,6.99,iPhone,iOS
6989,6989,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
6990,6990,APPLE,US,0.0,12/6/2007,12/6/2007,EGP,EG,EGP,0.0,iPhone,iOS
6991,6991,APPLE,US,0.0,12/6/2007,12/6/2007,GBP,GB,GBP,0.0,iPhone,iOS
6992,6992,APPLE,US,69.4,12/6/2007,12/6/2007,MXN,MX,MXN,115.0,iPhone,iOS
6993,6993,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
6994,6994,APPLE,US,0.0,12/6/2007,12/6/2007,AUD,AU,AUD,0.0,iPhone,iOS
6995,6995,APPLE,US,4.9,12/6/2007,12/6/2007,USD,MU,USD,6.99,iPhone,iOS
6996,6996,APPLE,US,4.9,12/6/2007,12/6/2007,USD,KW,USD,6.99,iPhone,iOS
6998,6998,APPLE,US,546.0,12/6/2007,12/6/2007,JPY,JP,JPY,780.0,iPhone,iOS
6999,6999,APPLE,US,30.94,12/6/2007,12/6/2007,CNY,CN,CNY,45.0,iPhone,iOS
7001,7001,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
7003,7003,APPLE,US,0.0,12/6/2007,12/6/2007,VND,VN,VND,0.0,iPhone,iOS
7004,7004,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,5.99,iPhone,iOS
7005,7005,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,-6.99,iPhone,iOS
7006,7006,APPLE,US,4.18,12/6/2007,12/6/2007,EUR,LU,EUR,6.99,iPhone,iOS
7007,7007,APPLE,US,4.15,12/6/2007,12/6/2007,USD,UG,USD,6.99,iPhone,iOS
7008,7008,APPLE,US,0.0,12/6/2007,12/6/2007,CZK,CZ,CZK,0.0,iPhone,iOS
7009,7009,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,5.99,iPhone,iOS
7010,7010,APPLE,US,4.11,12/6/2007,12/6/2007,EUR,DE,EUR,6.99,iPhone,iOS
7012,7012,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,GR,EUR,0.0,iPhone,iOS
7013,7013,APPLE,US,3.5,12/6/2007,12/6/2007,USD,US,USD,4.99,iPhone,iOS
7014,7014,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
7015,7015,APPLE,US,4.04,12/6/2007,12/6/2007,EUR,ES,EUR,6.99,iPhone,iOS
7016,7016,APPLE,US,0.0,12/6/2007,12/6/2007,USD,BS,USD,0.0,iPhone,iOS
7017,7017,APPLE,US,4.08,12/6/2007,12/6/2007,USD,AM,USD,6.99,iPhone,iOS
7018,7018,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,GR,EUR,0.0,iPad,iOS
7019,7019,APPLE,US,0.0,12/6/2007,12/6/2007,USD,BF,USD,0.0,iPhone,iOS
7021,7021,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,IE,EUR,0.0,iPhone,iOS
7023,7023,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPad,iOS
7024,7024,APPLE,US,4.9,12/6/2007,12/6/2007,USD,CG,USD,6.99,iPhone,iOS
7025,7025,APPLE,US,4.04,12/6/2007,12/6/2007,EUR,ES,EUR,6.99,iPhone,iOS
7026,7026,APPLE,US,4.9,12/6/2007,12/6/2007,USD,CR,USD,6.99,iPhone,iOS
7027,7027,APPLE,US,8.16,12/6/2007,12/6/2007,BGN,BG,BGN,13.99,iPhone,iOS
7028,7028,APPLE,US,4.08,12/6/2007,12/6/2007,EUR,SK,EUR,6.99,iPhone,iOS
7029,7029,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
7030,7030,APPLE,US,4.1,12/6/2007,12/6/2007,USD,GH,USD,6.99,iPhone,iOS
7031,7031,APPLE,US,4.04,12/6/2007,12/6/2007,EUR,ES,EUR,6.99,iPhone,iOS
7032,7032,APPLE,US,4.1,12/6/2007,12/6/2007,USD,GH,USD,6.99,iPhone,iOS
7033,7033,APPLE,US,15.33,12/6/2007,12/6/2007,ILS,IL,ILS,21.9,iPhone,iOS
7034,7034,APPLE,US,0.0,12/6/2007,12/6/2007,RUB,RU,RUB,0.0,iPhone,iOS
7035,7035,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,BE,EUR,0.0,iPhone,iOS
7037,7037,APPLE,US,0.0,12/6/2007,12/6/2007,USD,MD,USD,0.0,iPhone,iOS
7038,7038,APPLE,US,0.0,12/6/2007,12/6/2007,USD,DO,USD,0.0,iPhone,iOS
7039,7039,APPLE,US,0.0,12/6/2007,12/6/2007,NZD,NZ,NZD,0.0,iPad,iOS
7040,7040,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPad,iOS
7041,7041,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
7042,7042,APPLE,US,99.57,12/6/2007,12/6/2007,MXN,MX,MXN,165.0,iPhone,iOS
7043,7043,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
7044,7044,APPLE,US,4.02,12/6/2007,12/6/2007,EUR,FR,EUR,6.99,iPhone,iOS
7045,7045,APPLE,US,20.58,12/6/2007,12/6/2007,RON,RO,RON,34.99,iPhone,iOS
7046,7046,APPLE,US,0.0,12/6/2007,12/6/2007,MXN,MX,MXN,0.0,iPhone,iOS
7047,7047,APPLE,US,99.57,12/6/2007,12/6/2007,MXN,MX,MXN,165.0,iPhone,iOS
7048,7048,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,5.99,iPhone,iOS
7049,7049,APPLE,US,0.0,12/6/2007,12/6/2007,PLN,PL,PLN,0.0,iPhone,iOS
7050,7050,APPLE,US,4.04,12/6/2007,12/6/2007,EUR,ES,EUR,6.99,iPhone,iOS
7051,7051,APPLE,US,0.0,12/6/2007,12/6/2007,TWD,TW,TWD,0.0,iPhone,iOS
7052,7052,APPLE,US,4.9,12/6/2007,12/6/2007,USD,TT,USD,6.99,iPhone,iOS
7053,7053,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
7056,7056,APPLE,US,30.94,12/6/2007,12/6/2007,CNY,CN,CNY,45.0,iPhone,iOS
7057,7057,APPLE,US,244.3,12/6/2007,12/6/2007,PHP,PH,PHP,349.0,iPhone,iOS
7058,7058,APPLE,US,0.0,12/6/2007,12/6/2007,CAD,CA,CAD,0.0,iPhone,iOS
7059,7059,APPLE,US,0.0,12/6/2007,12/6/2007,NZD,NZ,NZD,0.0,iPhone,iOS
7060,7060,APPLE,US,0.0,12/6/2007,12/6/2007,ZAR,ZA,ZAR,0.0,iPhone,iOS
7061,7061,APPLE,US,25.13,12/6/2007,12/6/2007,BRL,BR,BRL,35.9,iPhone,iOS
7062,7062,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
7063,7063,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
7064,7064,APPLE,US,4.89,12/6/2007,12/6/2007,USD,AL,USD,8.39,iPhone,iOS
7065,7065,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IE,EUR,6.99,iPhone,iOS
7066,7066,APPLE,US,0.0,12/6/2007,12/6/2007,PEN,PE,PEN,0.0,iPhone,iOS
7067,7067,APPLE,US,0.0,12/6/2007,12/6/2007,MXN,MX,MXN,0.0,iPad,iOS
7068,7068,APPLE,US,0.0,12/6/2007,12/6/2007,USD,PY,USD,0.0,iPhone,iOS
7070,7070,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,DE,EUR,0.0,iPad,iOS
7071,7071,APPLE,US,0.0,12/6/2007,12/6/2007,GBP,GB,GBP,0.0,iPhone,iOS
7072,7072,APPLE,US,0.0,12/6/2007,12/6/2007,CHF,CH,CHF,0.0,iPhone,iOS
7073,7073,APPLE,US,44.24,12/6/2007,12/6/2007,NOK,NO,NOK,79.0,iPhone,iOS
7075,7075,APPLE,US,4.9,12/6/2007,12/6/2007,USD,LK,USD,6.99,iPhone,iOS
7076,7076,APPLE,US,4.08,12/6/2007,12/6/2007,EUR,AT,EUR,6.99,iPhone,iOS
7077,7077,APPLE,US,0.0,12/6/2007,12/6/2007,INR,IN,INR,0.0,iPad,iOS
7078,7078,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
7079,7079,APPLE,US,6.29,12/6/2007,12/6/2007,CAD,CA,CAD,8.99,iPhone,iOS
7081,7081,APPLE,US,3.95,12/6/2007,12/6/2007,EUR,FI,EUR,6.99,iPhone,iOS
7083,7083,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
7084,7084,APPLE,US,4.89,12/6/2007,12/6/2007,USD,IS,USD,8.67,iPad,iOS
7085,7085,APPLE,US,4.37,12/6/2007,12/6/2007,USD,KG,USD,6.99,iPhone,iOS
7088,7088,APPLE,US,8.16,12/6/2007,12/6/2007,BGN,BG,BGN,13.99,iPhone,iOS
7089,7089,APPLE,US,0.0,12/6/2007,12/6/2007,CLP,CL,CLP,0.0,iPhone,iOS
7090,7090,APPLE,US,349.42,12/6/2007,12/6/2007,RUB,RU,RUB,599.0,iPhone,iOS
7092,7092,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
7093,7093,APPLE,US,0.0,12/6/2007,12/6/2007,USD,SL,USD,0.0,iPhone,iOS
7094,7094,APPLE,US,0.0,12/6/2007,12/6/2007,NGN,NG,NGN,0.0,iPhone,iOS
7095,7095,APPLE,US,0.0,12/6/2007,12/6/2007,ILS,IL,ILS,0.0,iPhone,iOS
7096,7096,APPLE,US,0.0,12/6/2007,12/6/2007,GBP,GB,GBP,0.0,iPad,iOS
7097,7097,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,ES,EUR,0.0,iPhone,iOS
7098,7098,APPLE,US,6.53,12/6/2007,12/6/2007,SGD,SG,SGD,9.98,iPhone,iOS
7100,7100,APPLE,US,14.0,12/6/2007,12/6/2007,USD,SN,USD,19.99,iPhone,iOS
7101,7101,APPLE,US,0.0,12/6/2007,12/6/2007,USD,KG,USD,0.0,iPhone,iOS
7102,7102,APPLE,US,0.0,12/6/2007,12/6/2007,CAD,CA,CAD,0.0,iPhone,iOS
7103,7103,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IT,EUR,6.99,iPhone,iOS
7104,7104,APPLE,US,4.9,12/6/2007,12/6/2007,USD,NI,USD,6.99,iPhone,iOS
7105,7105,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
7106,7106,APPLE,US,4.9,12/6/2007,12/6/2007,USD,DO,USD,6.99,iPhone,iOS
7107,7107,APPLE,US,0.0,12/6/2007,12/6/2007,CLP,CL,CLP,0.0,iPhone,iOS
7108,7108,APPLE,US,4.9,12/6/2007,12/6/2007,USD,MA,USD,6.99,iPhone,iOS
7109,7109,APPLE,US,0.0,12/6/2007,12/6/2007,AUD,AU,AUD,0.0,iPhone,iOS
7110,7110,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,NL,EUR,0.0,iPhone,iOS
7111,7111,APPLE,US,73.04,12/6/2007,12/6/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
7112,7112,APPLE,US,4.9,12/6/2007,12/6/2007,USD,DO,USD,6.99,iPhone,iOS
7113,7113,APPLE,US,0.0,12/6/2007,12/6/2007,USD,LR,USD,0.0,iPad,iOS
7114,7114,APPLE,US,6.29,12/6/2007,12/6/2007,CAD,CA,CAD,8.99,iPhone,iOS
7115,7115,APPLE,US,805.0,12/6/2007,12/6/2007,PKR,PK,PKR,1150.0,iPhone,iOS
7116,7116,APPLE,US,1483.0,12/6/2007,12/6/2007,HUF,HU,HUF,2690.0,iPhone,iOS
7117,7117,APPLE,US,0.0,12/6/2007,12/6/2007,USD,KW,USD,0.0,iPhone,iOS
7118,7118,APPLE,US,0.0,12/6/2007,12/6/2007,NZD,NZ,NZD,0.0,iPhone,iOS
7119,7119,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,LU,EUR,0.0,iPhone,iOS
7120,7120,APPLE,US,0.0,12/6/2007,12/6/2007,TRY,TR,TRY,0.0,iPhone,iOS
7121,7121,APPLE,US,44.24,12/6/2007,12/6/2007,NOK,NO,NOK,79.0,iPhone,iOS
7123,7123,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,5.99,iPhone,iOS
7124,7124,APPLE,US,4.9,12/6/2007,12/6/2007,USD,DO,USD,6.99,iPhone,iOS
7125,7125,APPLE,US,6.68,12/6/2007,12/6/2007,AUD,AU,AUD,10.49,iPhone,iOS
7126,7126,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
7127,7127,APPLE,US,4.08,12/6/2007,12/6/2007,EUR,AT,EUR,6.99,iPhone,iOS
7128,7128,APPLE,US,0.0,12/6/2007,12/6/2007,USD,EC,USD,0.0,iPhone,iOS
7129,7129,APPLE,US,0.0,12/6/2007,12/6/2007,USD,AR,USD,0.0,iPhone,iOS
7131,7131,APPLE,US,0.0,12/6/2007,12/6/2007,GBP,GB,GBP,0.0,iPad,iOS
7134,7134,APPLE,US,8.11,12/6/2007,12/6/2007,AUD,AU,AUD,10.49,iPhone,iOS
7136,7136,APPLE,US,4.02,12/6/2007,12/6/2007,EUR,FR,EUR,6.99,iPhone,iOS
7137,7137,APPLE,US,0.0,12/6/2007,12/6/2007,CZK,CZ,CZK,0.0,iPhone,iOS
7138,7138,APPLE,US,25.13,12/6/2007,12/6/2007,BRL,BR,BRL,35.9,iPhone,iOS
7139,7139,APPLE,US,4.9,12/6/2007,12/6/2007,USD,KW,USD,6.99,iPhone,iOS
7140,7140,APPLE,US,30.79,12/6/2007,12/6/2007,HRK,HR,HRK,54.99,iPhone,iOS
7141,7141,APPLE,US,30.8,12/6/2007,12/6/2007,DKK,DK,DKK,55.0,iPhone,iOS
7142,7142,APPLE,US,0.0,12/6/2007,12/6/2007,PLN,PL,PLN,0.0,iPhone,iOS
7143,7143,APPLE,US,0.0,12/6/2007,12/6/2007,USD,KN,USD,0.0,iPhone,iOS
7144,7144,APPLE,US,6.29,12/6/2007,12/6/2007,CAD,CA,CAD,8.99,iPhone,iOS
7145,7145,APPLE,US,6.68,12/6/2007,12/6/2007,AUD,AU,AUD,10.49,iPhone,iOS
7146,7146,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,LV,EUR,0.0,iPhone,iOS
7147,7147,APPLE,US,4.02,12/6/2007,12/6/2007,EUR,FR,EUR,6.99,iPhone,iOS
7148,7148,APPLE,US,4.55,12/6/2007,12/6/2007,CHF,CH,CHF,7.0,iPhone,iOS
7149,7149,APPLE,US,19352.94,12/6/2007,12/6/2007,COP,CO,COP,32900.0,iPhone,iOS
7150,7150,APPLE,US,4.2,12/6/2007,12/6/2007,USD,KE,USD,6.99,iPhone,iOS
7152,7152,APPLE,US,3824.0,12/6/2007,12/6/2007,CLP,CL,CLP,6500.0,iPhone,iOS
7153,7153,APPLE,US,0.0,12/6/2007,12/6/2007,SGD,SG,SGD,0.0,iPhone,iOS
7154,7154,APPLE,US,1483.0,12/6/2007,12/6/2007,HUF,HU,HUF,2690.0,iPhone,iOS
7155,7155,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,DE,EUR,0.0,iPad,iOS
7157,7157,APPLE,US,0.0,12/6/2007,12/6/2007,USD,NI,USD,0.0,iPhone,iOS
7159,7159,APPLE,US,15.33,12/6/2007,12/6/2007,ILS,IL,ILS,21.9,iPhone,iOS
7160,7160,APPLE,US,0.0,12/6/2007,12/6/2007,PHP,PH,PHP,0.0,iPhone,iOS
7162,7162,APPLE,US,4.89,12/6/2007,12/6/2007,USD,AL,USD,8.39,iPhone,iOS
7163,7163,APPLE,US,28.0,12/6/2007,12/6/2007,USD,US,USD,39.99,iPhone,iOS
7164,7164,APPLE,US,111300.0,12/6/2007,12/6/2007,VND,VN,VND,159000.0,iPhone,iOS
7165,7165,APPLE,US,17.49,12/6/2007,12/6/2007,QAR,QA,QAR,24.99,iPhone,iOS
7166,7166,APPLE,US,0.0,12/6/2007,12/6/2007,USD,AM,USD,0.0,iPhone,iOS
7167,7167,APPLE,US,3.95,12/6/2007,12/6/2007,EUR,GR,EUR,6.99,iPhone,iOS
7169,7169,APPLE,US,0.0,12/6/2007,12/6/2007,TRY,TR,TRY,0.0,iPhone,iOS
7170,7170,APPLE,US,0.0,12/6/2007,12/6/2007,KRW,KR,KRW,0.0,iPhone,iOS
7171,7171,APPLE,US,4.55,12/6/2007,12/6/2007,CHF,CH,CHF,7.0,iPhone,iOS
7173,7173,APPLE,US,19.53,12/6/2007,12/6/2007,PEN,PE,PEN,27.9,iPhone,iOS
7174,7174,APPLE,US,0.0,12/6/2007,12/6/2007,AUD,AU,AUD,0.0,iPhone,iOS
7175,7175,APPLE,US,68739.0,12/6/2007,12/6/2007,IDR,ID,IDR,109000.0,iPhone,iOS
7176,7176,APPLE,US,4.02,12/6/2007,12/6/2007,EUR,FR,EUR,6.99,iPhone,iOS
7177,7177,APPLE,US,0.0,12/6/2007,12/6/2007,USD,BY,USD,0.0,iPhone,iOS
7178,7178,APPLE,US,25.13,12/6/2007,12/6/2007,BRL,BR,BRL,35.9,iPhone,iOS
7179,7179,APPLE,US,0.0,12/6/2007,12/6/2007,USD,MK,USD,0.0,iPhone,iOS
7180,7180,APPLE,US,3.98,12/6/2007,12/6/2007,EUR,IE,EUR,6.99,iPhone,iOS
7181,7181,APPLE,US,4.9,12/6/2007,12/6/2007,USD,MZ,USD,6.99,iPhone,iOS
7182,7182,APPLE,US,4.77,12/6/2007,12/6/2007,AUD,AU,AUD,7.49,iPhone,iOS
7183,7183,APPLE,US,4.11,12/6/2007,12/6/2007,EUR,DE,EUR,6.99,iPhone,iOS
7184,7184,APPLE,US,19352.94,12/6/2007,12/6/2007,COP,CO,COP,32900.0,iPhone,iOS
7185,7185,APPLE,US,4.9,12/6/2007,12/6/2007,USD,US,USD,6.99,iPhone,iOS
7186,7186,APPLE,US,349.42,12/6/2007,12/6/2007,RUB,RU,RUB,599.0,iPhone,iOS
7187,7187,APPLE,US,0.0,12/6/2007,12/6/2007,CAD,CA,CAD,0.0,iPhone,iOS
7188,7188,APPLE,US,4.37,12/6/2007,12/6/2007,USD,KG,USD,6.99,iPhone,iOS
7189,7189,APPLE,US,0.0,12/6/2007,12/6/2007,PEN,PE,PEN,0.0,iPhone,iOS
7190,7190,APPLE,US,4.9,12/6/2007,12/6/2007,USD,MK,USD,6.99,iPhone,iOS
7191,7191,APPLE,US,0.0,12/6/2007,12/6/2007,USD,US,USD,0.0,iPhone,iOS
7192,7192,APPLE,US,0.0,12/6/2007,12/6/2007,IDR,ID,IDR,0.0,iPhone,iOS
7193,7193,APPLE,US,0.0,12/6/2007,12/6/2007,TZS,TZ,TZS,0.0,iPad,iOS
7194,7194,APPLE,US,6.29,12/6/2007,12/6/2007,CAD,CA,CAD,8.99,iPhone,iOS
7195,7195,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,BA,EUR,0.0,iPhone,iOS
7198,7198,APPLE,US,3.47,12/6/2007,12/6/2007,GBP,GB,GBP,5.99,iPhone,iOS
7199,7199,APPLE,US,4.55,12/6/2007,12/6/2007,CHF,CH,CHF,7.0,iPhone,iOS
7200,7200,APPLE,US,0.0,12/6/2007,12/6/2007,SAR,SA,SAR,0.0,iPhone,iOS
7201,7201,APPLE,US,0.0,12/6/2007,12/6/2007,EUR,IT,EUR,0.0,iPhone,iOS
7202,7202,APPLE,US,0.0,12/6/2007,12/6/2007,NGN,NG,NGN,0.0,iPhone,iOS
7203,7203,APPLE,US,0.0,12/6/2007,12/6/2007,SEK,SE,SEK,0.0,iPad,iOS
7204,7204,APPLE,US,42.0,12/6/2007,12/6/2007,SEK,SE,SEK,75.0,iPhone,iOS
