,Unnamed: 0,Provider,Provider Country,Developer Proceeds,Begin Date,End Date,Customer Currency,Country Code,Currency of Proceeds,Customer Price,Device,Supported Platforms
1302,1302,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,ME,EUR,0.0,iPhone,iOS
1303,1303,APPLE,US,0.0,12/2/2007,12/2/2007,RUB,RU,RUB,0.0,iPhone,iOS
1304,1304,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,NL,EUR,0.0,iPhone,iOS
1306,1306,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,FR,EUR,0.0,iPhone,iOS
1307,1307,APPLE,US,16.96,12/2/2007,12/2/2007,EUR,FR,EUR,29.49,iPhone,iOS
1308,1308,APPLE,US,4.9,12/2/2007,12/2/2007,USD,SN,USD,6.99,iPhone,iOS
1309,1309,APPLE,US,4.9,12/2/2007,12/2/2007,USD,CG,USD,6.99,iPhone,iOS
1310,1310,APPLE,US,4.9,12/2/2007,12/2/2007,USD,DO,USD,6.99,iPhone,iOS
1311,1311,APPLE,US,0.0,12/2/2007,12/2/2007,KRW,KR,KRW,0.0,iPhone,iOS
1312,1312,APPLE,US,4.02,12/2/2007,12/2/2007,EUR,FR,EUR,6.99,iPhone,iOS
1313,1313,APPLE,US,0.0,12/2/2007,12/2/2007,USD,UZ,USD,0.0,iPhone,iOS
1314,1314,APPLE,US,0.0,12/2/2007,12/2/2007,USD,RW,USD,0.0,iPhone,iOS
1316,1316,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1319,1319,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IT,EUR,6.99,iPhone,iOS
1321,1321,APPLE,US,18.25,12/2/2007,12/2/2007,SAR,SA,SAR,29.99,iPhone,iOS
1322,1322,APPLE,US,4.11,12/2/2007,12/2/2007,EUR,DE,EUR,6.99,iPhone,iOS
1323,1323,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,IE,EUR,0.0,iPhone,iOS
1324,1324,APPLE,US,0.0,12/2/2007,12/2/2007,USD,JM,USD,0.0,iPad,iOS
1325,1325,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,DE,EUR,0.0,iPhone,iOS
1326,1326,APPLE,US,25.13,12/2/2007,12/2/2007,BRL,BR,BRL,35.9,iPhone,iOS
1327,1327,APPLE,US,4.55,12/2/2007,12/2/2007,CHF,CH,CHF,7.0,iPhone,iOS
1328,1328,APPLE,US,44.24,12/2/2007,12/2/2007,NOK,NO,NOK,79.0,iPhone,iOS
1329,1329,APPLE,US,109.34,12/2/2007,12/2/2007,CZK,CZ,CZK,189.0,iPhone,iOS
1330,1330,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,PT,EUR,6.99,iPhone,iOS
1331,1331,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,SI,EUR,0.0,iPhone,iOS
1332,1332,APPLE,US,0.0,12/2/2007,12/2/2007,CAD,CA,CAD,0.0,iPhone,iOS
1333,1333,APPLE,US,0.0,12/2/2007,12/2/2007,USD,BO,USD,0.0,iPhone,iOS
1334,1334,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IT,EUR,6.99,iPhone,iOS
1336,1336,APPLE,US,6.99,12/2/2007,12/2/2007,NZD,NZ,NZD,11.49,iPhone,iOS
1337,1337,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,LV,EUR,0.0,iPhone,iOS
1338,1338,APPLE,US,5.94,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1339,1339,APPLE,US,4.9,12/2/2007,12/2/2007,USD,AR,USD,6.99,iPhone,iOS
1340,1340,APPLE,US,4.55,12/2/2007,12/2/2007,CHF,CH,CHF,7.0,iPhone,iOS
1342,1342,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1344,1344,APPLE,US,4.89,12/2/2007,12/2/2007,USD,AL,USD,8.39,iPhone,iOS
1345,1345,APPLE,US,0.0,12/2/2007,12/2/2007,HUF,HU,HUF,0.0,iPhone,iOS
1346,1346,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1347,1347,APPLE,US,0.0,12/2/2007,12/2/2007,USD,CM,USD,0.0,iPhone,iOS
1348,1348,APPLE,US,0.0,12/2/2007,12/2/2007,SGD,SG,SGD,0.0,iPhone,iOS
1349,1349,APPLE,US,6.68,12/2/2007,12/2/2007,AUD,AU,AUD,10.49,iPhone,iOS
1350,1350,APPLE,US,76.99,12/2/2007,12/2/2007,EGP,EG,EGP,109.99,iPhone,iOS
1351,1351,APPLE,US,4.02,12/2/2007,12/2/2007,EUR,FR,EUR,6.99,iPhone,iOS
1352,1352,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IT,EUR,6.99,iPhone,iOS
1353,1353,APPLE,US,42.8,12/2/2007,12/2/2007,TRY,TR,TRY,77.99,iPhone,iOS
1355,1355,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,CY,EUR,0.0,iPhone,iOS
1356,1356,APPLE,US,1868.75,12/2/2007,12/2/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
1357,1357,APPLE,US,0.0,12/2/2007,12/2/2007,AUD,AU,AUD,0.0,iPhone,iOS
1358,1358,APPLE,US,4.45,12/2/2007,12/2/2007,USD,BS,USD,6.99,iPhone,iOS
1360,1360,APPLE,US,0.0,12/2/2007,12/2/2007,USD,CR,USD,0.0,iPhone,iOS
1361,1361,APPLE,US,25.13,12/2/2007,12/2/2007,BRL,BR,BRL,35.9,iPhone,iOS
1362,1362,APPLE,US,73.04,12/2/2007,12/2/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
1363,1363,APPLE,US,6.68,12/2/2007,12/2/2007,AUD,AU,AUD,10.49,iPhone,iOS
1364,1364,APPLE,US,0.0,12/2/2007,12/2/2007,USD,LK,USD,0.0,iPhone,iOS
1365,1365,APPLE,US,42.8,12/2/2007,12/2/2007,TRY,TR,TRY,77.99,iPhone,iOS
1367,1367,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,-6.99,iPhone,iOS
1368,1368,APPLE,US,0.0,12/2/2007,12/2/2007,CAD,CA,CAD,0.0,iPhone,iOS
1369,1369,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IE,EUR,6.99,iPhone,iOS
1370,1370,APPLE,US,0.0,12/2/2007,12/2/2007,JPY,JP,JPY,0.0,iPhone,iOS
1371,1371,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,DE,EUR,0.0,iPhone,iOS
1372,1372,APPLE,US,0.0,12/2/2007,12/2/2007,HUF,HU,HUF,0.0,iPhone,iOS
1374,1374,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1375,1375,APPLE,US,6.68,12/2/2007,12/2/2007,AUD,AU,AUD,10.49,iPhone,iOS
1376,1376,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1377,1377,APPLE,US,3824.0,12/2/2007,12/2/2007,CLP,CL,CLP,6500.0,iPhone,iOS
1378,1378,APPLE,US,0.0,12/2/2007,12/2/2007,GBP,GB,GBP,0.0,iPad,iOS
1380,1380,APPLE,US,20.58,12/2/2007,12/2/2007,RON,RO,RON,34.99,iPhone,iOS
1382,1382,APPLE,US,73.04,12/2/2007,12/2/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
1383,1383,APPLE,US,0.0,12/2/2007,12/2/2007,JPY,JP,JPY,0.0,iPad,iOS
1384,1384,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1385,1385,APPLE,US,0.0,12/2/2007,12/2/2007,MXN,MX,MXN,0.0,iPhone,iOS
1386,1386,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,-8.99,iPhone,iOS
1388,1388,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,AT,EUR,0.0,iPhone,iOS
1389,1389,APPLE,US,0.0,12/2/2007,12/2/2007,TZS,TZ,TZS,0.0,iPhone,iOS
1390,1390,APPLE,US,0.0,12/2/2007,12/2/2007,USD,DO,USD,0.0,iPhone,iOS
1391,1391,APPLE,US,0.0,12/2/2007,12/2/2007,RUB,RU,RUB,0.0,iPhone,iOS
1392,1392,APPLE,US,99.57,12/2/2007,12/2/2007,MXN,MX,MXN,165.0,iPhone,iOS
1393,1393,APPLE,US,0.0,12/2/2007,12/2/2007,MXN,MX,MXN,0.0,iPhone,iOS
1394,1394,APPLE,US,73.04,12/2/2007,12/2/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
1395,1395,APPLE,US,0.0,12/2/2007,12/2/2007,USD,AM,USD,0.0,iPhone,iOS
1396,1396,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1398,1398,APPLE,US,0.0,12/2/2007,12/2/2007,GBP,GB,GBP,0.0,iPhone,iOS
1399,1399,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1400,1400,APPLE,US,0.0,12/2/2007,12/2/2007,VND,VN,VND,0.0,iPhone,iOS
1402,1402,APPLE,US,2.99,12/2/2007,12/2/2007,EUR,LU,EUR,4.99,iPhone,iOS
1403,1403,APPLE,US,76.99,12/2/2007,12/2/2007,EGP,EG,EGP,109.99,iPhone,iOS
1405,1405,APPLE,US,0.0,12/2/2007,12/2/2007,USD,ML,USD,0.0,iPhone,iOS
1406,1406,APPLE,US,4.9,12/2/2007,12/2/2007,USD,LB,USD,6.99,iPhone,iOS
1407,1407,APPLE,US,349.42,12/2/2007,12/2/2007,RUB,RU,RUB,599.0,iPhone,iOS
1408,1408,APPLE,US,0.0,12/2/2007,12/2/2007,USD,KH,USD,0.0,iPhone,iOS
1409,1409,APPLE,US,0.0,12/2/2007,12/2/2007,USD,UA,USD,0.0,iPhone,iOS
1410,1410,APPLE,US,4.04,12/2/2007,12/2/2007,EUR,ES,EUR,6.99,iPhone,iOS
1411,1411,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1412,1412,APPLE,US,4.9,12/2/2007,12/2/2007,USD,AR,USD,6.99,iPhone,iOS
1413,1413,APPLE,US,0.0,12/2/2007,12/2/2007,BGN,BG,BGN,0.0,iPhone,iOS
1414,1414,APPLE,US,5.94,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1415,1415,APPLE,US,4.04,12/2/2007,12/2/2007,EUR,ES,EUR,6.99,iPhone,iOS
1416,1416,APPLE,US,76.99,12/2/2007,12/2/2007,EGP,EG,EGP,109.99,iPhone,iOS
1417,1417,APPLE,US,15.45,12/2/2007,12/2/2007,EUR,ES,EUR,21.99,iPhone,iOS
1418,1418,APPLE,US,4.9,12/2/2007,12/2/2007,USD,SB,USD,6.99,iPhone,iOS
1419,1419,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IE,EUR,6.99,iPhone,iOS
1420,1420,APPLE,US,0.0,12/2/2007,12/2/2007,USD,PY,USD,0.0,iPhone,iOS
1421,1421,APPLE,US,0.0,12/2/2007,12/2/2007,USD,CR,USD,0.0,iPhone,iOS
1422,1422,APPLE,US,18.66,12/2/2007,12/2/2007,AED,AE,AED,27.99,iPhone,iOS
1423,1423,APPLE,US,4.04,12/2/2007,12/2/2007,EUR,BE,EUR,6.99,iPhone,iOS
1424,1424,APPLE,US,4.01,12/2/2007,12/2/2007,EUR,SI,EUR,6.99,iPhone,iOS
1425,1425,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,FI,EUR,0.0,iPhone,iOS
1426,1426,APPLE,US,0.0,12/2/2007,12/2/2007,PKR,PK,PKR,0.0,iPad,iOS
1428,1428,APPLE,US,4.9,12/2/2007,12/2/2007,USD,GH,USD,6.99,iPhone,iOS
1429,1429,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IE,EUR,6.99,iPhone,iOS
1430,1430,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IE,EUR,6.99,iPhone,iOS
1431,1431,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1433,1433,APPLE,US,0.0,12/2/2007,12/2/2007,USD,KE,USD,0.0,iPhone,iOS
1434,1434,APPLE,US,0.0,12/2/2007,12/2/2007,QAR,QA,QAR,0.0,iPhone,iOS
1435,1435,APPLE,US,4.02,12/2/2007,12/2/2007,EUR,FR,EUR,6.99,iPhone,iOS
1436,1436,APPLE,US,4.54,12/2/2007,12/2/2007,CAD,CA,CAD,6.49,iPhone,iOS
1438,1438,APPLE,US,4.55,12/2/2007,12/2/2007,CHF,CH,CHF,7.0,iPhone,iOS
1439,1439,APPLE,US,11550.0,12/2/2007,12/2/2007,TZS,TZ,TZS,16500.0,iPhone,iOS
1440,1440,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1441,1441,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,IT,EUR,0.0,iPhone,iOS
1443,1443,APPLE,US,0.0,12/2/2007,12/2/2007,KZT,KZ,KZT,0.0,iPhone,iOS
1445,1445,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IT,EUR,6.99,iPhone,iOS
1447,1447,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,FI,EUR,0.0,iPhone,iOS
1449,1449,APPLE,US,15.33,12/2/2007,12/2/2007,ILS,IL,ILS,21.9,iPhone,iOS
1450,1450,APPLE,US,111300.0,12/2/2007,12/2/2007,VND,VN,VND,159000.0,iPhone,iOS
1451,1451,APPLE,US,0.0,12/2/2007,12/2/2007,SEK,SE,SEK,0.0,iPhone,iOS
1452,1452,APPLE,US,0.0,12/2/2007,12/2/2007,USD,BH,USD,0.0,iPhone,iOS
1453,1453,APPLE,US,0.0,12/2/2007,12/2/2007,USD,SV,USD,0.0,iPhone,iOS
1454,1454,APPLE,US,0.0,12/2/2007,12/2/2007,USD,BY,USD,0.0,iPhone,iOS
1456,1456,APPLE,US,4.08,12/2/2007,12/2/2007,USD,AM,USD,6.99,iPhone,iOS
1457,1457,APPLE,US,0.0,12/2/2007,12/2/2007,SGD,SG,SGD,0.0,iPhone,iOS
1458,1458,APPLE,US,0.0,12/2/2007,12/2/2007,NGN,NG,NGN,0.0,iPhone,iOS
1459,1459,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPad,iOS
1460,1460,APPLE,US,4.9,12/2/2007,12/2/2007,USD,AR,USD,6.99,iPhone,iOS
1464,1464,APPLE,US,0.0,12/2/2007,12/2/2007,USD,VU,USD,0.0,iPhone,iOS
1465,1465,APPLE,US,67.99,12/2/2007,12/2/2007,USD,JO,USD,79.99,iPhone,iOS
1466,1466,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1467,1467,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1468,1468,APPLE,US,4.9,12/2/2007,12/2/2007,USD,GT,USD,6.99,iPhone,iOS
1470,1470,APPLE,US,0.0,12/2/2007,12/2/2007,DKK,DK,DKK,0.0,iPhone,iOS
1471,1471,APPLE,US,0.0,12/2/2007,12/2/2007,USD,MK,USD,0.0,iPhone,iOS
1472,1472,APPLE,US,4.9,12/2/2007,12/2/2007,USD,EC,USD,6.99,iPhone,iOS
1473,1473,APPLE,US,3.47,12/2/2007,12/2/2007,GBP,GB,GBP,5.99,iPhone,iOS
1474,1474,APPLE,US,0.0,12/2/2007,12/2/2007,USD,AO,USD,0.0,iPhone,iOS
1475,1475,APPLE,US,0.0,12/2/2007,12/2/2007,USD,GD,USD,0.0,iPhone,iOS
1476,1476,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1477,1477,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1478,1478,APPLE,US,99.57,12/2/2007,12/2/2007,MXN,MX,MXN,165.0,iPhone,iOS
1479,1479,APPLE,US,6.68,12/2/2007,12/2/2007,AUD,AU,AUD,10.49,iPhone,iOS
1480,1480,APPLE,US,4.9,12/2/2007,12/2/2007,USD,AZ,USD,6.99,iPhone,iOS
1481,1481,APPLE,US,4.2,12/2/2007,12/2/2007,USD,KE,USD,6.99,iPhone,iOS
1483,1483,APPLE,US,4.89,12/2/2007,12/2/2007,USD,IS,USD,8.67,iPhone,iOS
1484,1484,APPLE,US,6.99,12/2/2007,12/2/2007,NZD,NZ,NZD,11.49,iPhone,iOS
1485,1485,APPLE,US,4.11,12/2/2007,12/2/2007,EUR,DE,EUR,6.99,iPhone,iOS
1487,1487,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,-6.99,iPhone,iOS
1488,1488,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1489,1489,APPLE,US,4.9,12/2/2007,12/2/2007,USD,BO,USD,6.99,iPhone,iOS
1490,1490,APPLE,US,0.0,12/2/2007,12/2/2007,USD,GM,USD,0.0,iPhone,iOS
1491,1491,APPLE,US,30.8,12/2/2007,12/2/2007,DKK,DK,DKK,55.0,iPhone,iOS
1492,1492,APPLE,US,42.8,12/2/2007,12/2/2007,TRY,TR,TRY,77.99,iPhone,iOS
1493,1493,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1495,1495,APPLE,US,0.0,12/2/2007,12/2/2007,MYR,MY,MYR,0.0,iPhone,iOS
1496,1496,APPLE,US,0.0,12/2/2007,12/2/2007,ILS,IL,ILS,0.0,iPhone,iOS
1498,1498,APPLE,US,4.74,12/2/2007,12/2/2007,USD,UY,USD,6.99,iPhone,iOS
1499,1499,APPLE,US,0.0,12/2/2007,12/2/2007,PKR,PK,PKR,0.0,iPhone,iOS
1501,1501,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1503,1503,APPLE,US,0.0,12/2/2007,12/2/2007,USD,VG,USD,0.0,iPhone,iOS
1504,1504,APPLE,US,4.9,12/2/2007,12/2/2007,USD,HN,USD,6.99,iPhone,iOS
1505,1505,APPLE,US,6.29,12/2/2007,12/2/2007,CAD,CA,CAD,8.99,iPhone,iOS
1506,1506,APPLE,US,0.0,12/2/2007,12/2/2007,TRY,TR,TRY,0.0,iPhone,iOS
1507,1507,APPLE,US,3.95,12/2/2007,12/2/2007,EUR,GR,EUR,6.99,iPhone,iOS
1508,1508,APPLE,US,19.53,12/2/2007,12/2/2007,PEN,PE,PEN,27.9,iPhone,iOS
1510,1510,APPLE,US,0.0,12/2/2007,12/2/2007,KRW,KR,KRW,0.0,iPhone,iOS
1511,1511,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,ES,EUR,0.0,iPad,iOS
1513,1513,APPLE,US,0.0,12/2/2007,12/2/2007,USD,NP,USD,0.0,iPhone,iOS
1514,1514,APPLE,US,0.0,12/2/2007,12/2/2007,USD,CD,USD,0.0,iPhone,iOS
1515,1515,APPLE,US,6.68,12/2/2007,12/2/2007,AUD,AU,AUD,10.49,iPhone,iOS
1516,1516,APPLE,US,4.08,12/2/2007,12/2/2007,USD,UA,USD,6.99,iPhone,iOS
1517,1517,APPLE,US,5664.0,12/2/2007,12/2/2007,KRW,KR,KRW,8900.0,iPhone,iOS
1518,1518,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1520,1520,APPLE,US,4.2,12/2/2007,12/2/2007,USD,KE,USD,6.99,iPhone,iOS
1522,1522,APPLE,US,546.0,12/2/2007,12/2/2007,JPY,JP,JPY,780.0,iPhone,iOS
1523,1523,APPLE,US,19352.94,12/2/2007,12/2/2007,COP,CO,COP,32900.0,iPhone,iOS
1524,1524,APPLE,US,349.42,12/2/2007,12/2/2007,RUB,RU,RUB,599.0,iPhone,iOS
1525,1525,APPLE,US,0.0,12/2/2007,12/2/2007,USD,KW,USD,0.0,iPhone,iOS
1526,1526,APPLE,US,0.0,12/2/2007,12/2/2007,SAR,SA,SAR,0.0,iPhone,iOS
1528,1528,APPLE,US,0.0,12/2/2007,12/2/2007,USD,DO,USD,0.0,iPad,iOS
1529,1529,APPLE,US,8.16,12/2/2007,12/2/2007,BGN,BG,BGN,13.99,iPhone,iOS
1530,1530,APPLE,US,4.9,12/2/2007,12/2/2007,USD,PA,USD,6.99,iPhone,iOS
1531,1531,APPLE,US,546.0,12/2/2007,12/2/2007,JPY,JP,JPY,780.0,iPhone,iOS
1532,1532,APPLE,US,0.0,12/2/2007,12/2/2007,USD,HN,USD,0.0,iPhone,iOS
1533,1533,APPLE,US,4.45,12/2/2007,12/2/2007,USD,KH,USD,6.99,iPhone,iOS
1534,1534,APPLE,US,4.45,12/2/2007,12/2/2007,USD,BH,USD,6.99,iPhone,iOS
1535,1535,APPLE,US,4.89,12/2/2007,12/2/2007,USD,AL,USD,8.39,iPhone,iOS
1536,1536,APPLE,US,4.9,12/2/2007,12/2/2007,USD,CR,USD,6.99,iPhone,iOS
1537,1537,APPLE,US,4.2,12/2/2007,12/2/2007,USD,KE,USD,6.99,iPhone,iOS
1538,1538,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IE,EUR,6.99,iPhone,iOS
1539,1539,APPLE,US,4.9,12/2/2007,12/2/2007,USD,AR,USD,6.99,iPhone,iOS
1540,1540,APPLE,US,4.9,12/2/2007,12/2/2007,USD,PY,USD,6.99,iPhone,iOS
1541,1541,APPLE,US,0.0,12/2/2007,12/2/2007,USD,OM,USD,0.0,iPhone,iOS
1542,1542,APPLE,US,0.0,12/2/2007,12/2/2007,BRL,BR,BRL,0.0,iPhone,iOS
1543,1543,APPLE,US,0.0,12/2/2007,12/2/2007,AUD,AU,AUD,0.0,iPhone,iOS
1544,1544,APPLE,US,0.0,12/2/2007,12/2/2007,DKK,DK,DKK,0.0,iPhone,iOS
1546,1546,APPLE,US,0.0,12/2/2007,12/2/2007,USD,GT,USD,0.0,iPhone,iOS
1547,1547,APPLE,US,4.9,12/2/2007,12/2/2007,USD,DO,USD,6.99,iPhone,iOS
1548,1548,APPLE,US,4.08,12/2/2007,12/2/2007,USD,UA,USD,6.99,iPhone,iOS
1549,1549,APPLE,US,4.08,12/2/2007,12/2/2007,USD,UA,USD,6.99,iPhone,iOS
1550,1550,APPLE,US,4.9,12/2/2007,12/2/2007,USD,KW,USD,6.99,iPhone,iOS
1551,1551,APPLE,US,0.0,12/2/2007,12/2/2007,USD,AZ,USD,0.0,iPhone,iOS
1553,1553,APPLE,US,0.0,12/2/2007,12/2/2007,USD,MA,USD,0.0,iPhone,iOS
1554,1554,APPLE,US,0.0,12/2/2007,12/2/2007,HUF,HU,HUF,0.0,iPad,iOS
1555,1555,APPLE,US,0.0,12/2/2007,12/2/2007,RUB,RU,RUB,0.0,iPhone,iOS
1556,1556,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,ES,EUR,0.0,iPhone,iOS
1557,1557,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,IT,EUR,0.0,iPad,iOS
1558,1558,APPLE,US,0.0,12/2/2007,12/2/2007,USD,GE,USD,0.0,iPhone,iOS
1559,1559,APPLE,US,0.0,12/2/2007,12/2/2007,USD,TD,USD,0.0,iPhone,iOS
1560,1560,APPLE,US,6.99,12/2/2007,12/2/2007,NZD,NZ,NZD,11.49,iPhone,iOS
1563,1563,APPLE,US,0.0,12/2/2007,12/2/2007,TZS,TZ,TZS,0.0,iPhone,iOS
1565,1565,APPLE,US,4.08,12/2/2007,12/2/2007,EUR,AT,EUR,6.99,iPhone,iOS
1566,1566,APPLE,US,15.33,12/2/2007,12/2/2007,ILS,IL,ILS,21.9,iPhone,iOS
1567,1567,APPLE,US,4.08,12/2/2007,12/2/2007,USD,AM,USD,6.99,iPhone,iOS
1568,1568,APPLE,US,244.3,12/2/2007,12/2/2007,PHP,PH,PHP,349.0,iPhone,iOS
1569,1569,APPLE,US,4.9,12/2/2007,12/2/2007,USD,BN,USD,6.99,iPhone,iOS
1570,1570,APPLE,US,0.0,12/2/2007,12/2/2007,USD,MW,USD,0.0,iPhone,iOS
1571,1571,APPLE,US,3.5,12/2/2007,12/2/2007,USD,US,USD,4.99,iPhone,iOS
1572,1572,APPLE,US,7.0,12/2/2007,12/2/2007,USD,US,USD,9.99,iPhone,iOS
1573,1573,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,SK,EUR,0.0,iPhone,iOS
1575,1575,APPLE,US,244.3,12/2/2007,12/2/2007,PHP,PH,PHP,349.0,iPhone,iOS
1577,1577,APPLE,US,8.16,12/2/2007,12/2/2007,BGN,BG,BGN,13.99,iPhone,iOS
1578,1578,APPLE,US,546.0,12/2/2007,12/2/2007,JPY,JP,JPY,780.0,iPhone,iOS
1580,1580,APPLE,US,0.0,12/2/2007,12/2/2007,USD,NI,USD,0.0,iPhone,iOS
1581,1581,APPLE,US,4.11,12/2/2007,12/2/2007,EUR,DE,EUR,6.99,iPhone,iOS
1583,1583,APPLE,US,0.0,12/2/2007,12/2/2007,EUR,FR,EUR,0.0,iPhone,iOS
1586,1586,APPLE,US,44.24,12/2/2007,12/2/2007,NOK,NO,NOK,79.0,iPhone,iOS
1587,1587,APPLE,US,19352.94,12/2/2007,12/2/2007,COP,CO,COP,-32900.0,iPhone,iOS
1588,1588,APPLE,US,18.25,12/2/2007,12/2/2007,SAR,SA,SAR,29.99,iPhone,iOS
1590,1590,APPLE,US,8.16,12/2/2007,12/2/2007,BGN,BG,BGN,13.99,iPhone,iOS
1591,1591,APPLE,US,4.9,12/2/2007,12/2/2007,USD,JO,USD,6.99,iPhone,iOS
1592,1592,APPLE,US,0.0,12/2/2007,12/2/2007,USD,IS,USD,0.0,iPhone,iOS
1593,1593,APPLE,US,4.9,12/2/2007,12/2/2007,USD,AR,USD,6.99,iPhone,iOS
1594,1594,APPLE,US,0.0,12/2/2007,12/2/2007,COP,CO,COP,0.0,iPhone,iOS
1595,1595,APPLE,US,0.0,12/2/2007,12/2/2007,RUB,RU,RUB,0.0,iPhone,iOS
1596,1596,APPLE,US,3.98,12/2/2007,12/2/2007,EUR,IE,EUR,6.99,iPhone,iOS
1597,1597,APPLE,US,0.0,12/2/2007,12/2/2007,USD,US,USD,0.0,iPhone,iOS
1598,1598,APPLE,US,30.8,12/2/2007,12/2/2007,DKK,DK,DKK,55.0,iPhone,iOS
1599,1599,APPLE,US,0.0,12/2/2007,12/2/2007,VND,VN,VND,0.0,iPhone,iOS
1600,1600,APPLE,US,4.02,12/2/2007,12/2/2007,EUR,FR,EUR,6.99,iPhone,iOS
1601,1601,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,6.99,iPhone,iOS
1603,1603,APPLE,US,0.0,12/2/2007,12/2/2007,USD,ZW,USD,0.0,iPhone,iOS
1604,1604,APPLE,US,0.0,12/2/2007,12/2/2007,RUB,RU,RUB,0.0,iPhone,iOS
1605,1605,APPLE,US,4.9,12/2/2007,12/2/2007,USD,GY,USD,6.99,iPhone,iOS
1606,1606,APPLE,US,4.02,12/2/2007,12/2/2007,EUR,FR,EUR,6.99,iPhone,iOS
1607,1607,APPLE,US,0.0,12/2/2007,12/2/2007,CHF,CH,CHF,0.0,iPhone,iOS
1608,1608,APPLE,US,4.08,12/2/2007,12/2/2007,EUR,AT,EUR,6.99,iPhone,iOS
1609,1609,APPLE,US,4.9,12/2/2007,12/2/2007,USD,LK,USD,6.99,iPhone,iOS
1610,1610,APPLE,US,0.0,12/2/2007,12/2/2007,GBP,GB,GBP,0.0,iPhone,iOS
1611,1611,APPLE,US,7.0,12/2/2007,12/2/2007,USD,US,USD,9.99,iPhone,iOS
1612,1612,APPLE,US,4.9,12/2/2007,12/2/2007,USD,US,USD,-6.99,iPhone,iOS
