,media_source,date,geo,cost,currency
575,source_2,2007-12-01,GH,0.0188769997,USD
576,source_3,2007-12-02,MG,0.438206,USD
577,source_3,2007-12-07,MO,1.261578,USD
578,source_2,2007-12-07,HN,0.7821820019,USD
579,source_3,2007-12-02,NF,0.02068,USD
580,source_3,2007-12-01,SB,0.082417,USD
581,source_5,2007-12-06,TR,0.0,USD
582,source_8,2007-12-04,NL,0.0,USD
583,source_1,2007-12-04,KE,0.0,USD
584,source_3,2007-12-07,BM,0.564264,USD
585,source_2,2007-12-05,CG,0.3733840026,USD
586,source_3,2007-12-05,DM,0.041749,USD
587,source_1,2007-12-05,PM,0.0,USD
588,source_3,2007-12-01,NR,0.031123,USD
589,source_1,2007-12-07,ID,0.0,USD
590,source_2,2007-12-06,SN,2.7529590071,USD
591,source_2,2007-12-07,MO,0.0376070004,USD
592,source_7,2007-12-04,MX,1.08,USD
593,source_1,2007-12-03,NF,0.0,USD
594,source_1,2007-12-04,ZM,0.0,USD
595,source_3,2007-12-04,MD,2.495869,USD
596,source_7,2007-12-06,SE,15.47,USD
597,source_3,2007-12-06,MV,0.39993,USD
598,source_5,2007-12-05,IT,0.0,USD
599,source_1,2007-12-04,TW,0.0,USD
600,source_1,2007-12-07,FI,1.1100000143,USD
601,source_3,2007-12-04,RS,0.43032,USD
602,source_1,2007-12-05,KI,0.0,USD
603,source_5,2007-12-04,IL,0.0,USD
604,source_1,2007-12-03,HU,0.0,USD
605,source_3,2007-12-02,LC,0.258266,USD
606,source_3,2007-12-04,HR,4.236649,USD
607,source_1,2007-12-02,XK,0.1049999967,USD
608,source_3,2007-12-02,CL,4.108074,USD
609,source_2,2007-12-03,NL,3.1778339788,USD
610,source_3,2007-12-05,KG,0.020651,USD
611,source_3,2007-12-04,AE,27.836298,USD
612,source_1,2007-12-04,UK,0.0,USD
613,source_1,2007-12-06,TN,0.0,USD
614,source_1,2007-12-05,IQ,0.0,USD
615,source_5,2007-12-01,UK,0.0,USD
616,source_5,2007-12-06,AT,0.0,USD
617,source_3,2007-12-05,TN,0.154964,USD
618,source_1,2007-12-04,LT,0.6000000238,USD
619,source_1,2007-12-06,NZ,0.0,USD
620,source_3,2007-12-03,FI,7.312727,USD
621,source_3,2007-12-07,SM,0.01046,USD
622,source_2,2007-12-06,VI,0.0687579988,USD
623,source_5,2007-12-05,NZ,0.0,USD
624,source_1,2007-12-07,RO,9.1399998963,USD
625,source_2,2007-12-04,PS,0.9571980005,USD
626,source_1,2007-12-03,QA,0.0,USD
627,source_10,2007-12-05,UK,0.0,USD
628,source_6,2007-12-03,PA,0.0,USD
629,source_3,2007-12-01,JE,1.173615,USD
630,source_1,2007-12-04,FM,0.0,USD
631,source_5,2007-12-02,MX,0.0,USD
632,source_2,2007-12-03,NZ,0.2515189986,USD
633,source_1,2007-12-04,GN,0.1800000072,USD
634,source_2,2007-12-02,GG,0.2372360028,USD
635,source_4,2007-12-06,GE,0.0,USD
636,source_5,2007-12-03,PT,0.0,USD
637,source_1,2007-12-06,PR,3.1399999261,USD
638,source_1,2007-12-02,CM,0.0,USD
639,source_1,2007-12-07,AT,0.3000000119,USD
640,source_2,2007-12-02,DE,3.4970649762,USD
641,source_3,2007-12-07,PY,0.478591,USD
642,source_1,2007-12-03,CO,0.6200000048,USD
643,source_1,2007-12-01,PL,0.1800000072,USD
644,source_12,2007-12-03,TD,0.0,USD
645,source_2,2007-12-07,ID,0.0,USD
646,source_6,2007-12-03,CH,0.0,USD
647,source_3,2007-12-01,SO,3.624726,USD
648,source_3,2007-12-04,MC,0.207675,USD
649,source_2,2007-12-05,UZ,0.0,USD
650,source_1,2007-12-02,SE,2.3000000715,USD
651,source_2,2007-12-02,CR,5.8108409932,USD
652,source_1,2007-12-05,NO,0.8299999833,USD
653,source_2,2007-12-06,PG,0.2137820046,USD
654,source_3,2007-12-05,SG,1.251744,USD
655,source_1,2007-12-05,GW,0.0,USD
656,source_1,2007-12-03,MY,0.0,USD
657,source_2,2007-12-06,VA,0.001053,USD
658,source_3,2007-12-07,PK,0.0,USD
659,source_7,2007-12-06,AL,0.0,USD
660,source_1,2007-12-07,BQ,0.0,USD
661,source_1,2007-12-06,EC,0.2700000107,USD
662,source_1,2007-12-06,MW,0.2399999946,USD
663,source_1,2007-12-03,AI,0.0,USD
664,source_3,2007-12-06,BR,4.339132,USD
665,source_2,2007-12-04,MP,0.0,USD
666,source_3,2007-12-05,RW,1.317314,USD
667,source_2,2007-12-01,SE,0.0836370001,USD
668,source_6,2007-12-06,PR,0.0,USD
669,source_2,2007-12-04,CH,3.2447779756,USD
670,source_7,2007-12-06,PL,0.0,USD
671,source_8,2007-12-06,CZ,0.0,USD
672,source_1,2007-12-02,MP,0.0,USD
673,source_5,2007-12-04,CH,0.0,USD
674,source_2,2007-12-06,NC,1.860553994,USD
675,source_2,2007-12-02,UY,3.1226659937,USD
676,source_1,2007-12-07,SX,0.0,USD
677,source_1,2007-12-04,AM,2.0000000298,USD
678,source_2,2007-12-01,SR,0.0,USD
679,source_3,2007-12-07,GA,0.363131,USD
680,source_1,2007-12-03,LR,0.6599999964,USD
681,source_3,2007-12-01,AF,3.019334,USD
682,source_3,2007-12-03,MU,3.700506,USD
683,source_2,2007-12-03,PG,0.042989,USD
684,source_3,2007-12-06,SS,1.712834,USD
685,source_3,2007-12-06,AG,0.869914,USD
686,source_7,2007-12-04,DK,10.93,USD
687,source_3,2007-12-04,UG,0.0,USD
688,source_3,2007-12-03,PG,0.978664,USD
689,source_1,2007-12-07,AL,15.1799999774,USD
690,source_3,2007-12-06,CH,12.886405,USD
691,source_2,2007-12-07,BR,7.573770079,USD
692,source_2,2007-12-02,LB,3.0906929774,USD
693,source_3,2007-12-04,MD,2.165274,USD
694,source_3,2007-12-02,PE,5.366589,USD
695,source_3,2007-12-03,ES,2.485141,USD
696,source_3,2007-12-07,RU,0.0,USD
697,source_3,2007-12-01,SJ,0.009949,USD
698,source_1,2007-12-05,KM,0.0,USD
699,source_7,2007-12-04,IQ,0.0,USD
700,source_2,2007-12-02,IE,1.4659220139,USD
701,source_3,2007-12-01,AR,5.405593,USD
702,source_3,2007-12-04,CH,29.296487,USD
703,source_3,2007-12-06,LU,1.333339,USD
704,source_2,2007-12-06,TC,0.0316250003,USD
705,source_3,2007-12-02,AZ,4.408343,USD
706,source_3,2007-12-03,BY,0.010022,USD
707,source_6,2007-12-03,IN,0.0,USD
708,source_5,2007-12-02,DE,0.0,USD
709,source_3,2007-12-01,DJ,0.108758,USD
710,source_3,2007-12-07,SA,16.838369,USD
711,source_1,2007-12-01,MV,0.1899999976,USD
712,source_1,2007-12-02,BI,0.0,USD
713,source_2,2007-12-03,NG,0.4674309967,USD
714,source_3,2007-12-03,ME,0.228218,USD
715,source_1,2007-12-07,ST,0.0,USD
716,source_2,2007-12-06,NO,0.0,USD
717,source_3,2007-12-01,CC,0.0,USD
718,source_6,2007-12-06,VI,0.0,USD
719,source_3,2007-12-04,CR,9.54696,USD
720,source_3,2007-12-05,MX,55.83965,USD
721,source_1,2007-12-05,GG,0.0,USD
722,source_2,2007-12-02,PA,3.3439419956,USD
723,source_1,2007-12-04,PR,4.9499998689,USD
724,source_3,2007-12-01,LR,3.388199,USD
725,source_1,2007-12-05,WF,0.0,USD
726,source_3,2007-12-07,MK,6.601877,USD
727,source_2,2007-12-02,DM,0.0642650002,USD
728,source_5,2007-12-07,AE,0.0,USD
729,source_3,2007-12-05,KR,14.942241,USD
730,source_3,2007-12-06,LT,15.802928,USD
731,source_3,2007-12-04,SJ,0.0,USD
732,source_3,2007-12-01,EH,0.0,USD
733,source_7,2007-12-06,US,352.6,USD
734,source_1,2007-12-05,BB,1.1100000143,USD
735,source_2,2007-12-04,NI,3.1201940001,USD
736,source_1,2007-12-07,LA,0.0,USD
737,source_3,2007-12-04,CL,3.982377,USD
738,source_3,2007-12-01,MC,0.236098,USD
739,source_1,2007-12-04,AE,0.0,USD
740,source_3,2007-12-05,KW,2.188399,USD
741,source_3,2007-12-07,AI,0.134018,USD
742,source_10,2007-12-03,US,0.0,USD
743,source_1,2007-12-03,BL,0.0,USD
744,source_7,2007-12-07,UK,61.16,USD
745,source_3,2007-12-03,PF,1.232115,USD
746,source_1,2007-12-01,FR,3.659999907,USD
747,source_1,2007-12-05,DM,0.0,USD
748,source_2,2007-12-03,SV,2.7592739763,USD
749,source_2,2007-12-06,US,0.112406,USD
750,source_2,2007-12-01,CA,6.7059449877,USD
751,source_1,2007-12-04,IL,0.6840000004,USD
752,source_2,2007-12-04,IL,0.1011789999,USD
753,source_1,2007-12-01,JM,0.9000000358,USD
754,source_1,2007-12-04,AM,1.2000000179,USD
755,source_1,2007-12-05,IN,0.0,USD
756,source_2,2007-12-03,DM,0.1126230001,USD
757,source_3,2007-12-07,NO,15.708372,USD
758,source_3,2007-12-03,BJ,0.675239,USD
759,source_5,2007-12-07,SE,0.0,USD
760,source_3,2007-12-02,VA,0.0,USD
761,source_6,2007-12-04,SG,0.0,USD
762,source_1,2007-12-01,BT,0.0,USD
763,source_1,2007-12-03,PH,3.9200001508,USD
764,source_2,2007-12-01,BO,0.6876589994,USD
765,source_3,2007-12-05,AO,3.456328,USD
766,source_7,2007-12-04,QA,1.49,USD
767,source_1,2007-12-05,MC,0.0,USD
768,source_2,2007-12-07,TZ,0.2674819965,USD
769,source_3,2007-12-03,MA,0.0,USD
770,source_3,2007-12-01,AQ,0.0,USD
771,source_1,2007-12-03,BA,0.2599999905,USD
772,source_1,2007-12-04,SC,0.0,USD
773,source_1,2007-12-01,NL,0.6000000238,USD
774,source_2,2007-12-03,BM,0.7198489991,USD
775,source_3,2007-12-02,ES,7.57306,USD
776,source_2,2007-12-01,KH,0.0,USD
777,source_2,2007-12-03,RO,8.5396200537,USD
778,source_1,2007-12-02,RO,7.5999999046,USD
779,source_3,2007-12-04,MS,0.100169,USD
780,source_2,2007-12-02,GM,0.2609279995,USD
781,source_2,2007-12-01,RW,0.4152900028,USD
782,source_1,2007-12-03,RU,0.0,USD
783,source_3,2007-12-07,BT,0.687564,USD
784,source_1,2007-12-03,LI,0.0,USD
785,source_3,2007-12-05,ER,0.020002,USD
786,source_1,2007-12-04,BA,0.1299999952,USD
787,source_1,2007-12-03,BG,0.3199999928,USD
788,source_3,2007-12-07,NI,1.300249,USD
789,source_5,2007-12-04,AL,0.0,USD
790,source_2,2007-12-02,HK,0.0243969998,USD
791,source_1,2007-12-06,CM,0.1000000015,USD
792,source_1,2007-12-02,MY,0.0,USD
793,source_1,2007-12-03,GF,0.0,USD
794,source_1,2007-12-05,CN,0.2980000079,USD
795,source_1,2007-12-01,QA,0.0,USD
796,source_8,2007-12-04,FR,0.0,USD
797,source_3,2007-12-01,SR,1.193489,USD
798,source_1,2007-12-03,GU,0.0,USD
799,source_2,2007-12-03,PM,0.014467,USD
800,source_3,2007-12-07,PA,8.624424,USD
801,source_3,2007-12-02,CA,163.852168,USD
802,source_2,2007-12-01,SO,0.8642600008,USD
803,source_6,2007-12-01,MX,0.0,USD
804,source_1,2007-12-05,CF,0.0,USD
805,source_3,2007-12-06,SS,0.791076,USD
806,source_1,2007-12-05,IL,0.0,USD
807,source_3,2007-12-02,GN,0.340798,USD
808,source_2,2007-12-05,AE,0.0,USD
809,source_1,2007-12-07,WS,0.0,USD
810,source_2,2007-12-04,PS,0.9770310024,USD
811,source_2,2007-12-03,MU,0.0,USD
812,source_3,2007-12-05,AR,23.422338,USD
813,source_3,2007-12-01,KN,0.266835,USD
814,source_3,2007-12-01,IQ,0.0,USD
815,source_8,2007-12-01,CA,0.0,USD
816,source_2,2007-12-07,MK,0.7801240015,USD
817,source_2,2007-12-06,KN,0.3810340001,USD
818,source_2,2007-12-07,PK,0.5749220024,USD
819,source_3,2007-12-06,BH,4.924956,USD
820,source_3,2007-12-01,AS,0.486818,USD
821,source_3,2007-12-06,MV,0.532947,USD
822,source_6,2007-12-02,DE,0.0,USD
823,source_3,2007-12-01,CX,0.010036,USD
824,source_1,2007-12-01,AW,1.1599999666,USD
825,source_1,2007-12-07,AG,0.0,USD
826,source_2,2007-12-02,MC,0.109092,USD
827,source_3,2007-12-03,KN,0.961464,USD
828,source_5,2007-12-04,ZA,0.0,USD
829,source_6,2007-12-01,HK,0.0,USD
830,source_3,2007-12-02,AD,0.051645,USD
831,source_2,2007-12-03,QA,0.0,USD
832,source_6,2007-12-02,UK,0.0,USD
833,source_2,2007-12-07,SD,0.0,USD
834,source_2,2007-12-02,ES,22.473520916,USD
835,source_2,2007-12-02,AG,0.159752,USD
836,source_2,2007-12-04,RW,0.3646690013,USD
837,source_3,2007-12-05,MW,1.261449,USD
838,source_3,2007-12-06,HN,0.887388,USD
839,source_3,2007-12-06,PA,2.407638,USD
840,source_3,2007-12-06,LA,0.944235,USD
841,source_3,2007-12-03,GP,0.350047,USD
842,source_3,2007-12-03,VC,0.0822,USD
843,source_3,2007-12-03,GL,0.195205,USD
844,source_3,2007-12-05,TH,0.0,USD
845,source_6,2007-12-07,CY,0.0,USD
846,source_6,2007-12-06,IQ,0.0,USD
847,source_1,2007-12-01,TZ,0.400000006,USD
848,source_2,2007-12-02,LB,5.861896015,USD
849,source_8,2007-12-07,PA,0.0,USD
850,source_3,2007-12-05,MP,0.697972,USD
851,source_3,2007-12-07,BG,20.082912,USD
852,source_2,2007-12-04,VE,2.2521999896,USD
853,source_2,2007-12-07,SI,4.6221149911,USD
854,source_3,2007-12-05,AS,1.068422,USD
855,source_3,2007-12-02,PW,0.123298,USD
856,source_1,2007-12-07,WF,0.0,USD
857,source_7,2007-12-01,CD,0.0,USD
858,source_4,2007-12-03,US,0.0,USD
859,source_3,2007-12-05,GI,0.953482,USD
860,source_1,2007-12-02,US,0.0,USD
861,source_1,2007-12-07,GH,1.8800000101,USD
862,source_2,2007-12-01,HK,0.0260490002,USD
863,source_3,2007-12-06,BI,0.299879,USD
864,source_4,2007-12-02,NL,0.0,USD
865,source_1,2007-12-06,BO,1.4400000572,USD
866,source_2,2007-12-05,ZA,1.552122999,USD
867,source_1,2007-12-03,TZ,0.200000003,USD
868,source_3,2007-12-04,GU,4.540744,USD
869,source_9,2007-12-07,US,0.0,USD
870,source_2,2007-12-05,TW,0.0,USD
871,source_1,2007-12-01,PT,0.9000000358,USD
872,source_2,2007-12-05,TT,5.5333199917,USD
873,source_1,2007-12-01,GI,0.0,USD
874,source_3,2007-12-06,BW,4.6739,USD
875,source_3,2007-12-04,OM,2.869384,USD
876,source_3,2007-12-01,CV,0.529748,USD
877,source_3,2007-12-07,SA,6.787764,USD
878,source_3,2007-12-07,BA,1.746702,USD
879,source_1,2007-12-04,PT,1.8000000715,USD
880,source_2,2007-12-05,CM,1.0549030029,USD
881,source_2,2007-12-04,MO,0.0274859993,USD
882,source_2,2007-12-06,CK,0.0158289999,USD
883,source_2,2007-12-07,PR,17.6840239525,USD
884,source_3,2007-12-03,LU,3.365391,USD
885,source_3,2007-12-07,SX,0.068758,USD
886,source_2,2007-12-02,CY,3.1319869914,USD
887,source_2,2007-12-04,MX,118.1818327225,USD
888,source_3,2007-12-04,EC,8.628097,USD
889,source_3,2007-12-05,EC,1.964038,USD
890,source_1,2007-12-05,SI,0.3799999952,USD
891,source_1,2007-12-01,PS,2.5000000522,USD
892,source_1,2007-12-01,,0.0,USD
893,source_2,2007-12-05,AT,1.3405619937,USD
894,source_3,2007-12-07,KI,0.050007,USD
895,source_2,2007-12-02,IN,0.0,USD
896,source_3,2007-12-07,BZ,1.836801,USD
897,source_1,2007-12-02,SA,0.0,USD
898,source_8,2007-12-03,CA,0.0,USD
899,source_4,2007-12-01,BZ,0.0,USD
900,source_2,2007-12-05,UY,3.8035729946,USD
901,source_3,2007-12-07,PT,26.04519,USD
902,source_1,2007-12-03,YT,0.349999994,USD
903,source_1,2007-12-07,EU,0.0,USD
904,source_1,2007-12-06,LI,0.0,USD
905,source_2,2007-12-02,GD,0.4285009984,USD
906,source_3,2007-12-04,HN,3.214254,USD
907,source_2,2007-12-07,MH,0.0231330003,USD
908,source_3,2007-12-06,JO,1.379582,USD
909,source_1,2007-12-03,CF,0.0,USD
910,source_8,2007-12-03,PA,0.0,USD
911,source_1,2007-12-06,AF,0.4200000018,USD
912,source_2,2007-12-07,DE,5.4416048941,USD
913,source_2,2007-12-04,BS,2.9738380119,USD
914,source_3,2007-12-03,MT,2.728978,USD
915,source_3,2007-12-07,MW,0.767511,USD
916,source_2,2007-12-02,LY,0.0,USD
917,source_1,2007-12-03,NL,0.6000000238,USD
918,source_2,2007-12-05,UG,2.1716949933,USD
919,source_1,2007-12-03,AS,0.4320000112,USD
920,source_1,2007-12-04,HU,0.5400000215,USD
921,source_8,2007-12-04,DK,0.0,USD
922,source_3,2007-12-06,GT,6.491133,USD
923,source_3,2007-12-07,EE,6.288541,USD
924,source_1,2007-12-06,IT,4.7600000203,USD
925,source_7,2007-12-03,US,116.52,USD
926,source_1,2007-12-06,GY,0.0,USD
927,source_2,2007-12-03,MF,0.1740259997,USD
928,source_3,2007-12-07,AI,0.528183,USD
929,source_2,2007-12-06,GG,0.3158259985,USD
930,source_3,2007-12-06,VU,0.174426,USD
931,source_1,2007-12-02,MV,0.0,USD
932,source_3,2007-12-06,QA,21.244288,USD
933,source_3,2007-12-07,LV,8.037793,USD
934,source_2,2007-12-05,US,0.308357,USD
935,source_1,2007-12-02,PW,0.0,USD
936,source_3,2007-12-02,KZ,13.356814,USD
937,source_7,2007-12-01,KW,0.0,USD
938,source_3,2007-12-03,GI,0.359181,USD
939,source_1,2007-12-05,PE,0.2099999934,USD
940,source_6,2007-12-02,CA,4.74,USD
941,source_3,2007-12-04,HR,3.280215,USD
942,source_2,2007-12-02,BQ,0.0,USD
943,source_3,2007-12-04,TL,0.605678,USD
944,source_3,2007-12-05,US,1132.018687,USD
945,source_1,2007-12-04,FI,0.3700000048,USD
946,source_3,2007-12-04,LS,0.931926,USD
947,source_3,2007-12-06,TT,1.677707,USD
948,source_3,2007-12-07,AT,14.536962,USD
949,source_5,2007-12-02,GT,0.0,USD
950,source_2,2007-12-04,SR,0.0,USD
951,source_1,2007-12-06,LA,0.2199999988,USD
952,source_2,2007-12-06,GR,6.3273980139,USD
953,source_7,2007-12-01,IE,14.46,USD
954,source_3,2007-12-05,MS,0.0102,USD
955,source_3,2007-12-07,MA,0.010128,USD
956,source_6,2007-12-04,SY,0.0,USD
957,source_5,2007-12-02,UK,0.0,USD
958,source_7,2007-12-07,NG,0.0,USD
959,source_1,2007-12-06,BF,0.1700000018,USD
960,source_2,2007-12-03,SL,0.5482690012,USD
961,source_3,2007-12-03,MK,3.44608,USD
962,source_1,2007-12-03,AE,0.0,USD
963,source_2,2007-12-05,WF,0.0144139996,USD
964,source_1,2007-12-06,ME,0.5199999809,USD
965,source_2,2007-12-04,AG,0.4269440025,USD
966,source_2,2007-12-02,JM,2.8013450075,USD
967,source_1,2007-12-04,NI,0.001,USD
968,source_1,2007-12-05,AW,0.0,USD
969,source_3,2007-12-01,MH,0.289779,USD
970,source_3,2007-12-04,UA,0.0,USD
971,source_3,2007-12-03,ET,0.0,USD
972,source_7,2007-12-07,CW,0.0,USD
973,source_1,2007-12-05,SV,0.0,USD
974,source_1,2007-12-06,DM,0.0,USD
975,source_3,2007-12-07,TD,0.205632,USD
976,source_1,2007-12-04,VG,0.0,USD
977,source_3,2007-12-03,LA,2.031187,USD
978,source_3,2007-12-07,BS,1.597906,USD
979,source_6,2007-12-07,MR,0.0,USD
980,source_1,2007-12-01,GE,5.119999975,USD
981,source_1,2007-12-01,CN,0.2980000079,USD
982,source_2,2007-12-01,GU,0.0952600002,USD
983,source_1,2007-12-05,MH,0.0,USD
984,source_3,2007-12-02,AE,29.114903,USD
985,source_3,2007-12-07,YE,1.159121,USD
986,source_2,2007-12-03,TG,0.0,USD
987,source_6,2007-12-06,ID,0.0,USD
988,source_1,2007-12-07,EC,0.8940000311,USD
989,source_3,2007-12-06,PE,1.852037,USD
990,source_3,2007-12-05,BW,9.533226,USD
991,source_1,2007-12-06,GT,0.0,USD
992,source_8,2007-12-07,DE,0.0,USD
993,source_3,2007-12-05,SZ,0.534056,USD
994,source_3,2007-12-07,GW,0.030698,USD
995,source_3,2007-12-03,HU,6.65252,USD
996,source_1,2007-12-06,CR,1.0399999619,USD
997,source_8,2007-12-02,BG,0.0,USD
998,source_2,2007-12-02,UA,0.0,USD
999,source_1,2007-12-01,GN,0.0,USD
1000,source_3,2007-12-03,SO,3.838313,USD
1001,source_1,2007-12-05,MT,0.0,USD
1002,source_2,2007-12-03,KE,0.1541759994,USD
1003,source_1,2007-12-02,BB,0.0,USD
1004,source_1,2007-12-01,JM,0.7200000286,USD
1005,source_1,2007-12-06,VI,0.0,USD
1006,source_3,2007-12-07,YT,0.129972,USD
1007,source_1,2007-12-03,CA,0.0,USD
1008,source_3,2007-12-02,TD,0.349587,USD
1009,source_5,2007-12-03,MX,0.0,USD
1010,source_1,2007-12-02,TR,0.1800000072,USD
1011,source_2,2007-12-03,KY,0.3572909961,USD
1012,source_3,2007-12-07,JP,34.134718,USD
1013,source_3,2007-12-07,CN,9.820633,USD
1014,source_1,2007-12-02,TO,0.0,USD
1015,source_2,2007-12-05,PY,0.7993329955,USD
1016,source_1,2007-12-01,SK,2.3399999142,USD
1017,source_1,2007-12-07,PA,0.25,USD
1018,source_3,2007-12-07,SZ,0.900029,USD
1019,source_3,2007-12-05,DK,7.026284,USD
1020,source_3,2007-12-05,GF,0.338797,USD
1021,source_2,2007-12-01,BE,0.0,USD
1022,source_4,2007-12-04,TR,0.0,USD
1023,source_8,2007-12-01,US,0.0,USD
1024,source_1,2007-12-06,KZ,0.0,USD
1025,source_3,2007-12-04,LK,0.0,USD
1026,source_2,2007-12-01,HU,2.9862609816,USD
1027,source_3,2007-12-07,KW,1.049374,USD
1028,source_5,2007-12-02,AL,0.0,USD
1029,source_3,2007-12-06,SH,0.0,USD
1030,source_5,2007-12-03,BR,0.0,USD
1031,source_7,2007-12-03,GE,0.0,USD
1032,source_1,2007-12-02,TH,0.0,USD
1033,source_1,2007-12-02,FR,0.8000000119,USD
1034,source_2,2007-12-01,BF,0.5758800075,USD
1035,source_3,2007-12-06,AF,5.493733,USD
1036,source_3,2007-12-02,BB,3.032361,USD
1037,source_3,2007-12-01,AZ,9.781473,USD
1038,source_6,2007-12-04,RS,0.0,USD
1039,source_1,2007-12-04,FO,1.0800000429,USD
1040,source_2,2007-12-02,PL,22.743194804,USD
1041,source_2,2007-12-05,RE,0.561773004,USD
1042,source_2,2007-12-07,GM,0.0983710007,USD
1043,source_3,2007-12-01,BO,0.316926,USD
1044,source_2,2007-12-02,LC,0.0396629996,USD
1045,source_2,2007-12-03,VG,0.0588689994,USD
1046,source_3,2007-12-02,BH,9.953868,USD
1047,source_3,2007-12-01,LK,0.01995,USD
1048,source_7,2007-12-04,MM,0.0,USD
1049,source_1,2007-12-07,TW,0.0,USD
1050,source_8,2007-12-04,NO,0.0,USD
1051,source_1,2007-12-07,DJ,0.2599999905,USD
1052,source_2,2007-12-07,EC,9.3135930177,USD
1053,source_3,2007-12-04,BG,10.421994,USD
1054,source_3,2007-12-02,GW,0.079533,USD
1055,source_2,2007-12-01,CL,147.0258601286,USD
1056,source_2,2007-12-02,BS,4.393623005,USD
1057,source_1,2007-12-01,RE,0.0,USD
1058,source_1,2007-12-02,BM,0.0,USD
1059,source_1,2007-12-05,MT,0.0,USD
1060,source_7,2007-12-02,TH,0.0,USD
1061,source_2,2007-12-05,FR,29.8452799767,USD
1062,source_2,2007-12-07,AU,1.6882799936,USD
1063,source_2,2007-12-07,GF,0.4971589987,USD
1064,source_3,2007-12-05,AU,127.571827,USD
1065,source_1,2007-12-02,JP,0.0,USD
1066,source_3,2007-12-03,TN,0.278956,USD
1067,source_3,2007-12-05,GR,5.26905,USD
1068,source_5,2007-12-01,LV,0.0,USD
1069,source_1,2007-12-05,IE,0.6699999869,USD
1070,source_1,2007-12-04,SG,0.0,USD
1071,source_3,2007-12-07,MN,0.0,USD
1072,source_5,2007-12-01,NL,0.0,USD
1073,source_1,2007-12-06,GL,0.4199999869,USD
1074,source_3,2007-12-05,IT,5.925672,USD
1075,source_1,2007-12-05,UK,0.0,USD
1076,source_3,2007-12-04,MR,0.122871,USD
1077,source_8,2007-12-05,CL,0.0,USD
1078,source_5,2007-12-05,UA,0.0,USD
1079,source_3,2007-12-06,SH,0.0,USD
1080,source_1,2007-12-03,SL,1.0,USD
1081,source_1,2007-12-06,SN,2.7999999392,USD
1082,source_1,2007-12-03,BF,0.0,USD
1083,source_2,2007-12-01,UZ,0.0,USD
1084,source_3,2007-12-04,TR,19.914313,USD
1085,source_3,2007-12-04,FK,0.020604,USD
1086,source_1,2007-12-06,SG,0.0,USD
1087,source_7,2007-12-01,BN,0.0,USD
1088,source_1,2007-12-07,AR,0.7199999839,USD
1089,source_2,2007-12-06,LC,0.056572,USD
1090,source_1,2007-12-04,CO,0.0,USD
1091,source_3,2007-12-03,SX,0.588938,USD
1092,source_2,2007-12-04,VI,0.0717880002,USD
1093,source_3,2007-12-06,EG,0.0,USD
1094,source_7,2007-12-01,QA,2.42,USD
1095,source_1,2007-12-01,HT,0.0,USD
1096,source_2,2007-12-03,MM,0.0,USD
1097,source_5,2007-12-05,AR,0.0,USD
1098,source_3,2007-12-06,AT,32.529589,USD
1099,source_3,2007-12-01,GE,1.952076,USD
1100,source_3,2007-12-05,AM,4.028422,USD
1101,source_2,2007-12-02,BD,0.0,USD
1102,source_3,2007-12-03,ZM,0.0,USD
1103,source_4,2007-12-02,US,0.0,USD
1104,source_1,2007-12-02,MH,0.0,USD
1105,source_3,2007-12-05,KM,0.030961,USD
1106,source_1,2007-12-01,PY,0.8199999928,USD
1107,source_3,2007-12-02,SI,3.056969,USD
1108,source_3,2007-12-02,TT,5.711441,USD
1109,source_3,2007-12-03,MN,0.01028,USD
1110,source_10,2007-12-06,CA,0.0,USD
1111,source_6,2007-12-03,DO,0.0,USD
1112,source_3,2007-12-06,SL,3.296823,USD
1113,source_1,2007-12-05,BS,1.128000021,USD
1114,source_2,2007-12-02,FI,23.3688148745,USD
1115,source_2,2007-12-02,CZ,4.0479419931,USD
1116,source_2,2007-12-04,AW,1.003903005,USD
1117,source_1,2007-12-02,UG,0.0,USD
1118,source_1,2007-12-07,SX,0.0,USD
1119,source_1,2007-12-06,NZ,0.8500000238,USD
1120,source_2,2007-12-06,FM,0.0146329998,USD
1121,source_1,2007-12-02,CZ,0.0,USD
1122,source_7,2007-12-02,PT,0.0,USD
1123,source_5,2007-12-02,US,0.0,USD
1124,source_1,2007-12-07,NI,0.0,USD
1125,source_3,2007-12-02,CM,7.027344,USD
1126,source_7,2007-12-03,SE,21.51,USD
1127,source_2,2007-12-03,RU,0.0,USD
1128,source_3,2007-12-02,GA,0.446081,USD
1129,source_1,2007-12-03,LS,0.0,USD
1130,source_2,2007-12-06,KY,0.3560990009,USD
1131,source_3,2007-12-01,GG,1.775543,USD
1132,source_3,2007-12-01,FM,0.289871,USD
1133,source_1,2007-12-02,VU,0.0,USD
1134,source_3,2007-12-05,JO,2.140732,USD
1135,source_1,2007-12-02,MS,0.0,USD
1136,source_8,2007-12-02,BZ,0.0,USD
1137,source_5,2007-12-07,BM,0.0,USD
1138,source_5,2007-12-05,LY,0.0,USD
1139,source_4,2007-12-03,TR,0.0,USD
1140,source_2,2007-12-03,BN,0.1190510002,USD
1141,source_2,2007-12-04,MQ,1.0079480077,USD
1142,source_2,2007-12-05,SA,0.0,USD
1143,source_2,2007-12-01,YE,0.0,USD
1144,source_1,2007-12-01,PY,0.4799999893,USD
1145,source_1,2007-12-07,ZA,1.2000000477,USD
